amount_usd,payout_method,destination_region,is_batch_payout,account_age_days,prior_successful_payouts,historical_failure_rate,days_since_last_payout,top_rated_status,mop_age_days,mop_verified,recent_bank_change_flag,bank_account_valid,bank_detail_age_days,name_match_score,name_has_special_chars,outcome
491.38,payoneer,EU,1,811,7,0.14,329,0,536,1,0,1,1257,0.875,0,SUCCESS
169.65,ach,EU,1,1730,15,0.218,115,0,1235,1,0,1,1165,0.889,0,SUCCESS
184.43,dlb_bank,LATAM,0,2075,26,0.085,17,1,215,1,0,1,469,0.967,0,SUCCESS
465.62,ach,NAM,1,2304,28,0.086,118,1,40,1,1,1,343,0.82,0,SUCCESS
527.14,wise,MENA,1,1009,8,0.219,101,0,562,1,0,1,566,0.964,0,SUCCESS
139.42,wise,LATAM,0,212,3,0.172,322,0,1419,1,0,1,570,0.856,0,SUCCESS
59.33,ach,EU,1,1606,12,0.054,117,0,53,1,0,1,1916,0.936,0,SUCCESS
292.03,paypal,NAM,1,1356,17,0.061,291,1,930,1,0,1,474,0.54,1,FAIL_NAME_MISMATCH
279.73,wise,SEA,1,730,15,0.012,45,0,1123,1,0,1,1261,0.98,0,SUCCESS
114.84,wire,NAM,0,1170,10,0.063,337,0,404,1,0,1,891,0.504,1,FAIL_NAME_MISMATCH
192.26,dlb_bank,NAM,0,1811,18,0.173,237,1,88,1,0,1,336,0.659,1,SUCCESS
661.83,payoneer,NAM,1,2033,25,0.055,133,1,1470,1,0,0,744,0.774,0,SUCCESS
626.02,thunes_wallet,NAM,0,965,13,0.115,258,0,956,1,0,1,96,0.94,0,FAIL_AMOUNT_LIMIT
877.75,ach,SA,1,625,7,0.045,364,0,599,1,1,1,1304,0.862,0,FAIL_AMOUNT_LIMIT
140.4,dlb_bank,EU,0,443,6,0.2,123,0,1495,1,0,1,2112,0.457,1,FAIL_NAME_MISMATCH
255.23,wise,EU,1,1180,14,0.264,321,0,1416,1,0,1,1704,0.851,0,SUCCESS
95.64,wise,SEA,0,1777,16,0.174,352,1,176,1,0,1,586,0.89,0,SUCCESS
458.93,dlb_bank,SSA,1,604,9,0.228,155,0,581,1,1,1,94,0.639,1,FAIL_MOP
208.91,payoneer,NAM,1,1649,12,0.153,306,0,60,0,0,1,383,0.636,0,FAIL_MOP
174.6,paypal,LATAM,1,1657,16,0.038,392,1,251,1,0,1,371,0.92,0,SUCCESS
428.96,ach,SEA,1,1199,10,0.401,56,0,1262,1,0,1,683,0.703,0,FAIL_NAME_MISMATCH
462.07,dlb_bank,EU,1,97,1,0.238,87,0,787,1,0,1,82,0.766,0,SUCCESS
562.52,thunes_wallet,MENA,1,1401,14,0.283,110,0,509,0,0,1,959,0.994,0,FAIL_MOP
60.49,wire,NAM,0,2053,25,0.071,156,1,133,1,0,1,667,0.9,0,SUCCESS
474.18,dlb_bank,MENA,0,283,8,0.074,269,0,496,1,0,1,209,0.978,0,SUCCESS
708.77,payoneer,SEA,1,2380,28,0.154,364,1,940,1,0,1,376,0.997,0,SUCCESS
452.8,dlb_bank,SEA,0,2258,29,0.047,251,1,1472,1,0,1,404,0.946,0,SUCCESS
282.76,ach,SSA,1,769,9,0.005,298,0,1312,1,0,1,356,0.966,0,SUCCESS
126.65,payoneer,EU,0,577,5,0.182,5,0,423,1,0,1,1119,0.867,0,SUCCESS
331.35,ach,NAM,0,711,12,0.063,321,0,535,0,0,1,920,0.74,0,FAIL_MOP
173.28,dlb_bank,LATAM,1,1215,11,0.025,52,0,1290,1,0,1,544,0.934,0,SUCCESS
141.27,payoneer,MENA,1,2220,21,0.035,252,1,329,1,0,1,48,0.786,0,SUCCESS
105.7,wise,NAM,1,920,6,0.115,302,0,624,0,0,1,1198,0.993,0,FAIL_MOP
67.98,dlb_bank,EU,0,956,10,0.208,356,0,364,1,0,1,2021,0.771,0,SUCCESS
444.63,wise,LATAM,0,1949,25,0.264,168,1,1155,1,0,1,2113,0.853,0,SUCCESS
204.84,payoneer,MENA,0,1211,12,0.157,298,0,733,1,0,1,895,0.96,0,SUCCESS
86.22,thunes_wallet,SEA,1,74,0,0.193,152,0,164,0,0,1,1557,0.855,0,FAIL_MOP
257.95,thunes_wallet,NAM,1,897,11,0.07,111,0,752,1,0,1,1882,0.956,0,SUCCESS
206.65,dlb_bank,NAM,1,955,9,0.1,23,0,1448,1,0,1,1691,0.672,0,SUCCESS
290.38,thunes_wallet,SEA,0,1628,20,0.048,104,1,930,1,1,1,477,0.804,0,SUCCESS
42.85,wise,SSA,0,1996,24,0.19,153,1,117,1,1,1,397,0.534,1,FAIL_NAME_MISMATCH
189.04,ach,MENA,0,1990,25,0.245,146,1,181,1,0,1,2064,0.729,1,SUCCESS
391.81,ach,SA,0,2108,17,0.112,354,1,191,0,0,0,1612,0.77,0,SUCCESS
224.6,wise,SA,1,1284,9,0.226,20,0,899,1,1,1,2019,0.725,0,FAIL_MOP
471.45,thunes_wallet,SEA,1,176,2,0.126,265,0,785,1,0,1,1917,0.968,0,SUCCESS
84.97,dlb_bank,SEA,1,318,7,0.048,298,0,1254,1,1,1,868,0.538,1,FAIL_NAME_MISMATCH
264.82,thunes_wallet,EU,0,1459,15,0.269,217,0,296,1,0,1,1590,0.957,0,SUCCESS
293.01,dlb_bank,SSA,1,1642,15,0.135,328,0,453,1,0,1,1784,0.989,0,SUCCESS
556.33,wire,NAM,0,504,7,0.121,229,0,789,1,0,1,15,0.887,0,SUCCESS
1033.22,wise,MENA,1,1316,15,0.122,129,0,623,1,0,0,1705,0.975,0,FAIL_AMOUNT_LIMIT
123.93,dlb_bank,MENA,1,1069,15,0.119,67,0,1455,1,1,1,1660,0.964,0,SUCCESS
573.31,dlb_bank,MENA,1,1898,19,0.143,147,1,282,1,1,0,1378,0.557,0,FAIL_BANK_VALIDATION
713.04,wire,LATAM,1,2018,21,0.065,332,1,1321,1,0,1,1358,0.908,0,SUCCESS
298.88,wise,EU,1,1081,10,0.047,296,0,1253,1,0,1,185,0.932,0,SUCCESS
284.89,wise,EU,1,2309,25,0.041,101,1,94,0,0,0,1170,0.794,0,SUCCESS
287.58,wire,NAM,1,1150,9,0.037,180,0,814,1,0,1,1284,0.553,1,FAIL_NAME_MISMATCH
197.09,paypal,SEA,1,959,12,0.158,308,0,810,0,0,1,901,0.857,0,FAIL_MOP
169.4,wise,LATAM,1,589,4,0.031,340,0,922,1,1,1,836,0.994,0,FAIL_MOP
282.24,dlb_bank,EU,1,741,9,0.014,372,0,1123,0,0,1,1811,0.612,1,FAIL_MOP
55.07,wise,LATAM,1,977,14,0.004,40,0,505,1,0,1,703,0.52,1,FAIL_NAME_MISMATCH
823.71,wise,MENA,0,1213,13,0.148,223,0,112,1,0,1,597,0.994,0,FAIL_AMOUNT_LIMIT
259.33,ach,EU,1,2258,23,0.111,49,1,1137,1,0,1,637,0.73,1,SUCCESS
111.07,thunes_wallet,SEA,1,146,0,0.02,201,0,954,1,0,1,2089,0.872,0,SUCCESS
293.96,ach,SA,0,2025,21,0.005,359,1,1457,1,0,1,1094,0.891,0,SUCCESS
175.83,wire,EU,0,1008,9,0.114,115,0,290,0,1,1,889,0.717,0,FAIL_MOP
732.67,ach,NAM,0,2138,28,0.089,167,1,77,1,0,1,529,0.901,0,SUCCESS
274.14,wise,SEA,1,408,7,0.092,117,0,1186,1,0,1,957,0.936,0,SUCCESS
516.62,wise,SA,1,371,5,0.018,25,0,1297,1,0,1,538,0.607,1,FAIL_NAME_MISMATCH
731.56,thunes_wallet,NAM,1,48,1,0.176,61,0,498,1,0,0,1306,0.845,0,FAIL_BANK_VALIDATION
182.22,payoneer,MENA,1,1376,11,0.091,49,0,1105,1,0,1,942,0.682,0,SUCCESS
765.86,paypal,SEA,1,1887,20,0.027,18,1,888,1,0,1,1371,0.866,0,FAIL_AMOUNT_LIMIT
137.48,paypal,SA,1,1312,10,0.152,383,0,536,1,0,1,255,0.258,1,FAIL_NAME_MISMATCH
226.35,wise,NAM,0,642,7,0.09,150,0,1004,1,0,1,1042,0.922,0,FAIL_BANK_VALIDATION
298.73,payoneer,NAM,1,1356,14,0.007,384,0,1307,1,0,1,289,0.667,0,SUCCESS
515.34,wise,SA,1,2276,22,0.115,271,1,45,1,0,1,1041,0.768,0,SUCCESS
191.4,paypal,NAM,0,290,2,0.043,234,0,471,1,0,1,36,0.935,0,SUCCESS
380.23,dlb_bank,NAM,1,1872,25,0.14,385,1,553,1,0,1,663,0.893,0,SUCCESS
393.97,paypal,LATAM,1,24,0,0.248,208,0,2,1,0,1,1831,0.841,0,FAIL_MOP
362.13,payoneer,LATAM,1,94,1,0.175,224,0,1232,1,0,0,1904,0.896,0,FAIL_BANK_VALIDATION
597.4,dlb_bank,MENA,0,1913,26,0.094,361,1,755,1,0,1,354,0.947,0,SUCCESS
143.1,dlb_bank,NAM,1,1019,16,0.084,31,1,1337,1,1,1,1712,0.912,0,SUCCESS
206.44,wise,SA,1,1983,13,0.089,66,0,1440,0,0,1,894,0.795,0,FAIL_MOP
342.37,thunes_wallet,NAM,0,1316,18,0.034,74,1,588,1,0,1,127,0.918,0,SUCCESS
418.35,ach,SEA,1,1666,16,0.076,254,1,747,1,0,1,1525,0.912,0,SUCCESS
271.33,wire,NAM,1,429,3,0.037,148,0,1072,1,0,1,1506,0.682,1,FAIL_NAME_MISMATCH
227.56,payoneer,LATAM,1,2229,35,0.223,133,1,675,1,0,1,600,0.883,0,SUCCESS
61.8,dlb_bank,NAM,1,1002,16,0.075,212,1,1193,1,0,1,539,0.841,0,SUCCESS
187.67,wire,EU,1,1239,9,0.083,177,0,1322,1,0,1,1669,0.95,0,SUCCESS
156.22,wire,EU,0,1850,19,0.215,20,1,610,1,0,1,1236,0.454,1,FAIL_NAME_MISMATCH
523.09,dlb_bank,MENA,1,746,13,0.004,174,0,996,1,1,1,472,0.837,0,SUCCESS
406.91,payoneer,LATAM,1,623,8,0.222,4,0,86,1,0,1,430,0.702,0,SUCCESS
439.72,payoneer,NAM,1,958,13,0.252,9,0,1320,1,1,1,1716,0.95,0,FAIL_MOP
1162.29,payoneer,SA,1,2123,28,0.103,117,1,176,1,0,1,43,0.793,0,FAIL_AMOUNT_LIMIT
811.12,payoneer,SEA,1,1166,7,0.134,319,0,751,1,0,1,280,0.541,0,FAIL_AMOUNT_LIMIT
401.44,dlb_bank,SA,1,1407,14,0.305,312,0,1070,0,0,1,1741,0.968,0,FAIL_MOP
199.74,wise,EU,1,1106,10,0.169,25,0,565,1,0,1,716,0.688,0,SUCCESS
83.53,wise,EU,0,1104,15,0.225,333,0,1247,1,1,1,1914,0.971,0,SUCCESS
559.93,payoneer,EU,0,232,1,0.387,71,0,372,1,0,0,2174,0.939,0,FAIL_BANK_VALIDATION
391.97,dlb_bank,NAM,0,169,0,0.039,170,0,985,1,0,0,1251,0.958,0,FAIL_BANK_VALIDATION
250.24,dlb_bank,NAM,0,375,2,0.292,117,0,135,1,0,1,2182,0.848,0,SUCCESS
638.73,dlb_bank,LATAM,1,1099,13,0.133,312,0,619,1,0,1,419,0.953,0,SUCCESS
370.37,dlb_bank,NAM,1,780,12,0.079,99,0,570,1,0,1,1409,0.951,0,SUCCESS
314.09,wise,NAM,1,1721,27,0.242,148,1,1229,1,0,1,338,0.974,0,SUCCESS
393.81,dlb_bank,SEA,0,678,5,0.033,226,0,974,1,0,1,752,0.923,0,SUCCESS
62.79,thunes_wallet,LATAM,0,1779,16,0.226,36,1,487,1,1,1,21,0.946,0,SUCCESS
1100.34,dlb_bank,NAM,1,2381,23,0.109,24,1,1280,1,0,0,815,0.854,0,FAIL_AMOUNT_LIMIT
639.05,paypal,SSA,0,622,5,0.147,332,0,126,1,0,1,607,0.945,0,FAIL_AMOUNT_LIMIT
208.61,dlb_bank,EU,1,1472,14,0.057,296,0,1464,1,1,1,1396,0.907,0,SUCCESS
257.19,paypal,LATAM,0,948,16,0.32,128,1,473,1,0,1,1199,0.848,0,SUCCESS
355.7,payoneer,EU,1,1082,12,0.14,337,0,419,0,0,1,1348,0.993,0,FAIL_MOP
379.1,dlb_bank,LATAM,0,621,3,0.235,53,0,126,1,0,0,1477,0.999,0,FAIL_BANK_VALIDATION
276.04,wise,SSA,0,1725,26,0.113,298,1,443,1,0,1,380,0.944,0,SUCCESS
904.91,wise,LATAM,0,600,10,0.188,283,0,651,1,0,1,491,0.931,0,FAIL_AMOUNT_LIMIT
204.45,wise,EU,0,1102,9,0.098,109,0,944,1,0,1,1169,0.967,0,SUCCESS
150.11,payoneer,SEA,1,2393,30,0.033,353,1,1383,1,0,1,366,0.989,0,SUCCESS
442.88,dlb_bank,SEA,0,2253,22,0.18,362,1,513,1,0,1,546,0.98,0,SUCCESS
564.93,dlb_bank,NAM,1,2196,32,0.074,265,1,797,1,0,1,1497,0.942,0,SUCCESS
923.91,payoneer,NAM,1,2002,26,0.039,399,1,882,1,0,1,1376,0.641,0,FAIL_AMOUNT_LIMIT
822.01,dlb_bank,NAM,1,105,0,0.232,165,0,150,0,0,1,171,0.446,1,FAIL_NAME_MISMATCH
144.68,paypal,SA,0,1438,15,0.132,51,0,1342,1,1,1,1782,0.948,0,SUCCESS
481.55,wise,SA,1,787,9,0.053,145,0,58,1,0,1,441,0.831,0,SUCCESS
722.47,dlb_bank,EU,1,1323,14,0.074,326,0,1255,1,0,1,998,0.899,0,FAIL_AMOUNT_LIMIT
518.48,paypal,SA,1,1695,22,0.077,113,1,79,0,0,1,1115,0.781,0,FAIL_MOP
203.0,dlb_bank,NAM,1,2283,24,0.058,249,1,754,1,1,1,395,0.477,1,FAIL_NAME_MISMATCH
510.97,wire,LATAM,0,2140,21,0.146,325,1,216,1,0,1,1820,0.962,0,SUCCESS
398.75,ach,LATAM,0,1818,15,0.065,8,0,1229,1,0,1,626,0.78,0,SUCCESS
534.69,ach,SA,0,147,1,0.035,187,0,1192,1,0,1,143,0.845,0,SUCCESS
255.29,ach,NAM,1,1883,18,0.117,139,1,1025,1,0,1,78,0.703,1,SUCCESS
653.37,dlb_bank,EU,1,994,15,0.058,330,0,710,1,0,1,1754,0.543,1,FAIL_NAME_MISMATCH
678.77,dlb_bank,SSA,1,1552,18,0.137,225,1,15,1,0,1,499,0.893,0,FAIL_AMOUNT_LIMIT
383.83,wise,NAM,0,21,0,0.117,250,0,546,1,0,1,740,0.997,0,SUCCESS
366.33,wise,EU,1,1674,13,0.22,297,0,517,1,0,1,1183,0.967,0,FAIL_BANK_VALIDATION
324.26,wise,LATAM,1,2057,26,0.065,268,1,1351,1,0,1,1690,0.968,0,SUCCESS
150.13,thunes_wallet,SEA,1,875,14,0.148,35,0,705,1,0,1,1805,0.822,0,SUCCESS
279.31,paypal,SEA,1,1,0,0.109,277,0,1449,1,1,1,793,0.881,0,FAIL_MOP
370.34,paypal,SEA,0,865,15,0.264,393,0,662,0,1,0,1601,0.773,0,FAIL_MOP
541.37,ach,SEA,1,482,9,0.046,117,0,1042,1,0,1,608,0.533,1,FAIL_NAME_MISMATCH
519.04,payoneer,MENA,1,2341,29,0.163,55,1,456,1,0,1,148,0.553,1,FAIL_NAME_MISMATCH
423.91,ach,SEA,0,1386,16,0.196,136,1,1108,1,0,1,91,0.972,0,SUCCESS
192.14,dlb_bank,MENA,1,2106,21,0.235,75,1,883,1,0,1,1276,0.834,0,SUCCESS
474.21,dlb_bank,MENA,0,286,3,0.2,345,0,1027,1,0,0,1631,0.907,0,FAIL_BANK_VALIDATION
400.54,wise,EU,0,630,3,0.07,75,0,193,0,0,1,1457,0.85,0,FAIL_MOP
87.31,ach,NAM,1,1520,17,0.111,100,1,1272,1,1,1,1107,0.902,0,SUCCESS
112.09,wise,MENA,1,1065,8,0.232,16,0,701,1,0,1,632,0.482,1,FAIL_NAME_MISMATCH
41.51,dlb_bank,NAM,0,663,8,0.094,22,0,962,1,0,1,1064,0.99,0,SUCCESS
958.91,dlb_bank,SA,1,1279,25,0.057,104,1,1334,1,1,1,1367,0.973,0,FAIL_AMOUNT_LIMIT
164.37,dlb_bank,SSA,0,2344,27,0.102,324,1,108,0,1,1,1685,0.874,0,SUCCESS
553.81,ach,EU,0,1428,17,0.093,148,1,871,1,0,1,542,0.842,0,SUCCESS
185.64,wise,SA,1,888,6,0.063,225,0,70,1,0,0,1660,0.945,0,FAIL_BANK_VALIDATION
501.76,paypal,NAM,1,12,1,0.17,118,0,612,1,0,1,1931,0.895,0,FAIL_BANK_VALIDATION
242.61,wire,LATAM,1,806,7,0.024,125,0,73,0,0,1,1048,0.876,0,FAIL_MOP
183.53,paypal,NAM,1,533,9,0.223,87,0,177,1,0,1,1478,0.866,0,FAIL_BANK_VALIDATION
190.95,ach,SA,1,1359,13,0.089,334,0,412,1,0,1,1273,0.995,0,SUCCESS
321.33,dlb_bank,LATAM,0,2357,29,0.143,20,1,1221,1,0,1,792,0.773,0,SUCCESS
390.58,dlb_bank,SEA,1,594,11,0.024,208,0,1453,1,0,1,1674,0.974,0,SUCCESS
98.95,dlb_bank,EU,0,2334,22,0.18,202,1,1427,1,0,1,616,0.578,0,SUCCESS
333.99,dlb_bank,SEA,0,1765,15,0.053,147,0,995,1,0,1,1813,0.947,0,SUCCESS
147.92,ach,MENA,1,1970,24,0.061,209,1,91,1,0,1,685,0.877,0,SUCCESS
198.1,dlb_bank,SSA,1,2019,17,0.045,329,1,393,0,0,1,2154,0.877,0,FAIL_MOP
161.89,payoneer,SA,1,2372,33,0.032,370,1,78,1,0,1,246,0.813,0,SUCCESS
344.6,dlb_bank,LATAM,0,2353,30,0.07,292,1,709,1,0,1,1095,0.98,0,SUCCESS
1103.65,thunes_wallet,EU,1,560,5,0.05,310,0,21,1,0,1,448,0.939,0,FAIL_AMOUNT_LIMIT
390.39,wise,MENA,1,1494,24,0.037,387,1,1087,1,0,1,1265,0.836,0,SUCCESS
277.55,payoneer,SEA,0,1617,19,0.148,330,1,850,1,0,1,1327,0.956,0,SUCCESS
723.5,dlb_bank,EU,1,1522,27,0.066,272,1,1278,1,1,1,1303,0.567,1,FAIL_NAME_MISMATCH
161.13,dlb_bank,SSA,0,2186,26,0.261,228,1,1356,1,0,1,554,0.66,0,SUCCESS
48.97,dlb_bank,NAM,0,626,8,0.166,395,0,97,1,0,1,1247,0.728,0,SUCCESS
270.45,wise,LATAM,0,1913,15,0.048,137,0,1389,1,1,1,1757,0.95,0,SUCCESS
90.15,paypal,SEA,0,79,0,0.214,352,0,956,1,0,0,1705,0.791,0,FAIL_BANK_VALIDATION
138.76,wire,NAM,0,229,2,0.063,12,0,118,1,0,1,98,0.825,0,SUCCESS
453.32,dlb_bank,MENA,1,726,9,0.273,323,0,384,1,0,1,1778,0.193,1,FAIL_NAME_MISMATCH
168.47,paypal,NAM,0,1839,20,0.087,136,1,723,1,0,1,750,0.882,0,SUCCESS
196.58,payoneer,SA,1,954,14,0.055,384,0,1455,1,0,1,2016,0.95,0,SUCCESS
308.56,dlb_bank,LATAM,0,126,2,0.011,58,0,1317,1,0,1,465,0.951,0,SUCCESS
135.13,dlb_bank,EU,0,2026,21,0.072,172,1,1419,0,0,1,1068,0.842,0,SUCCESS
407.67,ach,MENA,0,1374,8,0.043,336,0,259,1,0,1,961,0.76,0,SUCCESS
362.28,dlb_bank,LATAM,1,922,11,0.142,232,0,983,0,0,1,310,0.821,0,FAIL_MOP
282.45,ach,MENA,1,1252,11,0.13,41,0,362,1,0,1,322,0.833,0,SUCCESS
158.75,thunes_wallet,NAM,1,1727,24,0.063,175,1,1123,1,0,0,2189,0.789,0,SUCCESS
157.72,wire,LATAM,0,1814,25,0.094,138,1,233,1,0,1,503,0.905,0,SUCCESS
253.98,thunes_wallet,LATAM,0,2176,25,0.134,188,1,942,1,0,1,53,0.724,1,SUCCESS
591.28,dlb_bank,SA,1,1551,15,0.081,367,0,18,0,1,1,1915,0.91,0,FAIL_MOP
758.71,payoneer,NAM,0,1373,8,0.14,294,0,1174,1,1,0,2084,0.904,0,FAIL_AMOUNT_LIMIT
112.6,wise,LATAM,0,968,16,0.202,194,1,826,1,1,1,967,0.563,1,FAIL_NAME_MISMATCH
94.75,dlb_bank,SSA,1,2087,23,0.055,71,1,411,1,0,0,1357,0.951,0,FAIL_BANK_VALIDATION
368.16,paypal,LATAM,0,160,2,0.091,5,0,1220,1,0,1,248,0.997,0,SUCCESS
44.35,ach,NAM,1,71,2,0.107,100,0,819,1,0,1,359,0.955,0,FAIL_MOP
97.49,wire,SSA,1,516,4,0.083,12,0,396,1,0,1,1808,0.959,0,SUCCESS
107.05,payoneer,EU,1,660,9,0.022,18,0,153,1,0,1,1734,0.941,0,FAIL_BANK_VALIDATION
403.91,thunes_wallet,NAM,1,2096,18,0.034,308,1,548,0,1,1,2167,0.977,0,FAIL_MOP
346.45,dlb_bank,SEA,1,1121,16,0.137,124,1,1004,1,0,1,1094,0.852,0,SUCCESS
465.19,wire,NAM,1,456,2,0.037,372,0,1331,1,0,1,569,0.987,0,SUCCESS
422.1,payoneer,LATAM,1,1689,18,0.075,86,1,58,1,0,1,1470,0.86,0,SUCCESS
325.62,payoneer,MENA,1,1963,15,0.069,389,0,865,1,0,1,1347,0.774,0,SUCCESS
248.1,payoneer,MENA,1,725,10,0.194,104,0,994,1,0,1,426,0.792,0,SUCCESS
626.33,paypal,LATAM,0,2078,31,0.039,307,1,623,1,0,1,1931,0.865,0,SUCCESS
158.89,wise,SEA,0,2257,29,0.117,231,1,514,1,0,1,1063,0.904,0,SUCCESS
616.72,dlb_bank,LATAM,1,976,8,0.166,179,0,585,1,0,1,844,0.979,0,FAIL_BANK_VALIDATION
456.34,wire,SSA,0,1132,19,0.275,234,1,952,1,0,1,1480,0.745,0,SUCCESS
87.23,dlb_bank,SEA,0,2280,34,0.296,60,1,944,1,0,1,1960,0.911,0,SUCCESS
114.9,dlb_bank,SSA,0,2072,15,0.244,359,0,1208,1,0,1,1242,0.799,0,SUCCESS
491.23,thunes_wallet,SSA,1,1761,21,0.2,389,1,1408,1,0,1,211,0.679,0,SUCCESS
127.98,dlb_bank,EU,1,443,6,0.017,4,0,1026,1,0,1,746,0.962,0,FAIL_BANK_VALIDATION
533.29,wise,LATAM,1,1063,10,0.147,157,0,1268,1,0,1,686,0.826,0,FAIL_AMOUNT_LIMIT
1035.77,ach,EU,1,1427,10,0.045,109,0,391,1,0,1,791,0.962,0,FAIL_AMOUNT_LIMIT
125.07,payoneer,MENA,1,716,11,0.053,81,0,228,1,0,1,650,0.906,0,SUCCESS
95.12,thunes_wallet,EU,0,1786,23,0.283,26,1,393,1,0,1,1927,0.923,0,SUCCESS
323.87,dlb_bank,LATAM,1,69,3,0.172,46,0,615,1,0,1,307,0.737,0,SUCCESS
150.07,wise,MENA,1,1966,21,0.085,394,1,114,1,0,1,302,0.763,0,SUCCESS
136.94,dlb_bank,LATAM,0,118,2,0.329,66,0,1040,0,0,1,1907,0.98,0,FAIL_MOP
443.07,wise,EU,1,1516,26,0.137,26,1,177,1,0,1,1464,0.812,0,SUCCESS
592.3,wise,SEA,1,671,6,0.191,1,0,454,1,0,1,359,0.978,0,SUCCESS
366.99,wise,EU,0,1190,14,0.068,290,0,1223,1,0,1,1573,0.991,0,SUCCESS
103.9,wise,SEA,1,160,1,0.091,208,0,1463,1,0,1,444,0.662,0,FAIL_MOP
63.14,paypal,SEA,0,52,1,0.272,112,0,514,1,0,1,87,0.838,0,SUCCESS
199.84,wise,LATAM,1,1323,13,0.328,172,0,550,1,0,1,1773,0.972,0,SUCCESS
204.27,ach,MENA,1,284,1,0.032,231,0,801,1,1,0,1807,0.957,0,FAIL_BANK_VALIDATION
265.41,wise,NAM,0,1128,15,0.169,261,0,1333,0,0,1,873,0.873,0,FAIL_MOP
402.97,dlb_bank,EU,1,878,5,0.04,385,0,232,1,0,1,2151,0.833,0,SUCCESS
81.8,wise,SEA,1,2306,29,0.106,185,1,1088,1,0,1,1307,0.978,0,SUCCESS
593.3,ach,LATAM,1,1613,18,0.049,322,1,865,1,0,1,587,0.65,1,SUCCESS
200.83,wise,LATAM,1,48,0,0.188,323,0,589,1,0,1,1362,0.968,0,FAIL_BANK_VALIDATION
506.44,paypal,SSA,0,391,4,0.066,290,0,947,1,0,1,1730,0.848,0,SUCCESS
620.08,payoneer,SSA,1,1257,20,0.021,105,1,241,1,0,1,621,0.804,0,SUCCESS
221.85,dlb_bank,SSA,1,1836,19,0.013,344,1,89,1,0,1,792,0.527,1,FAIL_NAME_MISMATCH
349.3,dlb_bank,LATAM,0,327,5,0.081,41,0,696,1,0,0,1784,0.807,0,FAIL_BANK_VALIDATION
533.51,dlb_bank,NAM,1,1581,13,0.042,369,0,717,1,0,0,1582,0.987,0,FAIL_BANK_VALIDATION
216.68,wise,EU,1,314,2,0.171,328,0,1115,1,1,1,1575,0.947,0,SUCCESS
59.78,payoneer,EU,0,1259,18,0.031,57,1,1162,1,0,1,227,0.925,0,SUCCESS
372.28,dlb_bank,LATAM,0,109,3,0.163,203,0,642,1,0,1,214,0.898,0,SUCCESS
90.52,wire,SA,1,1982,21,0.145,113,1,953,1,0,1,1817,0.835,0,SUCCESS
384.06,dlb_bank,EU,1,2353,36,0.056,169,1,1478,1,0,1,1107,0.742,0,SUCCESS
192.42,paypal,LATAM,1,62,1,0.133,356,0,923,1,0,1,676,0.505,1,FAIL_NAME_MISMATCH
919.39,dlb_bank,EU,0,834,5,0.037,64,0,920,1,0,1,251,0.363,1,FAIL_AMOUNT_LIMIT
210.0,wire,SSA,0,2189,27,0.103,83,1,96,1,0,0,1960,0.661,0,SUCCESS
82.74,dlb_bank,SA,0,1832,21,0.038,18,1,476,1,0,1,1103,0.979,0,SUCCESS
773.15,ach,SEA,1,1197,17,0.205,166,1,423,1,0,1,1373,0.957,0,FAIL_AMOUNT_LIMIT
248.06,wise,EU,1,1542,18,0.038,249,1,259,1,0,1,86,0.947,0,SUCCESS
418.41,dlb_bank,EU,0,503,11,0.118,372,0,558,1,0,1,295,0.891,0,SUCCESS
223.27,dlb_bank,SEA,0,2164,18,0.102,371,1,145,1,0,1,693,0.943,0,SUCCESS
288.22,dlb_bank,LATAM,1,891,8,0.025,184,0,200,1,0,1,557,0.924,0,SUCCESS
302.27,wise,MENA,1,2080,18,0.145,312,1,1427,1,0,1,1759,0.388,1,FAIL_NAME_MISMATCH
192.22,ach,NAM,0,784,15,0.033,100,0,604,1,0,1,710,0.995,0,SUCCESS
208.88,wire,SEA,0,401,3,0.102,326,0,329,1,0,1,867,0.927,0,SUCCESS
262.98,dlb_bank,EU,0,1394,9,0.14,159,0,2,1,1,1,1841,0.948,0,SUCCESS
153.69,thunes_wallet,LATAM,1,828,9,0.021,30,0,417,1,0,1,2017,0.959,0,SUCCESS
623.75,dlb_bank,NAM,0,743,10,0.149,383,0,895,1,0,1,515,0.901,0,FAIL_AMOUNT_LIMIT
220.31,dlb_bank,LATAM,1,2227,28,0.033,298,1,969,1,0,1,1586,0.941,0,SUCCESS
218.2,payoneer,SEA,1,1096,7,0.016,112,0,1122,1,0,1,603,0.951,0,SUCCESS
290.33,thunes_wallet,SEA,1,1610,21,0.022,219,1,135,1,1,1,1030,0.998,0,SUCCESS
424.41,ach,LATAM,1,1141,12,0.057,161,0,497,1,0,1,717,0.869,0,SUCCESS
739.4,ach,SEA,1,156,0,0.214,253,0,1336,1,0,1,924,0.687,0,FAIL_AMOUNT_LIMIT
355.14,dlb_bank,LATAM,0,704,13,0.232,88,0,152,1,0,1,1392,0.974,0,FAIL_BANK_VALIDATION
74.43,payoneer,EU,0,38,1,0.186,75,0,418,1,0,1,130,0.908,0,SUCCESS
197.12,paypal,LATAM,0,1531,16,0.061,321,1,581,1,0,1,1111,0.661,0,SUCCESS
305.36,paypal,NAM,1,63,0,0.217,42,0,921,1,0,1,370,0.974,0,FAIL_NAME_MISMATCH
